scenario,sample_index,true_class,x1,x2,bme_prediction,bmr_prediction
"mu2_[3.0,3.0]",144,2,2.1641244718195614,3.1805878499116256,2,2
"mu2_[3.0,3.0]",145,2,2.9052269739602234,3.706702446024375,2,2
"mu2_[3.0,3.0]",146,2,3.1059982639230586,2.714669651425969,2,2
"mu2_[3.0,3.0]",147,2,2.6686714635994853,3.2973159694833973,2,2
"mu2_[3.0,3.0]",148,2,2.940927303089249,3.4050960889349797,2,2
"mu2_[3.0,3.0]",149,2,2.268580086590858,3.1808371448151873,2,2
"mu2_[3.0,3.0]",150,2,3.0675367199926145,2.7125229735708283,2,2
"mu2_[3.0,3.0]",151,2,3.0763040671910287,2.528785620804042,2,2
"mu2_[3.0,3.0]",152,2,2.991671254269897,2.6308646403437423,2,2
"mu2_[3.0,3.0]",153,2,3.310124817253081,2.856110451095625,2,2
"mu2_[3.0,3.0]",154,2,2.9747927265054663,3.3338045864546504,2,2
"mu2_[3.0,3.0]",155,2,2.296034601509465,3.6686084358790017,2,2
"mu2_[3.0,3.0]",156,2,3.7031043705436635,3.0316312833751025,2,2
"mu2_[3.0,3.0]",157,2,3.264547423792372,2.500457832979553,2,2
"mu2_[3.0,3.0]",158,2,2.734216200612658,2.5383147852131036,2,2
"mu2_[3.0,3.0]",159,2,3.170390907039078,3.30108730046428,2,2
"mu2_[3.0,3.0]",160,2,3.7165695464914585,3.698047701291517,2,2
"mu2_[3.0,3.0]",161,2,2.9422434731015925,3.0300210895995665,2,2
"mu2_[3.0,3.0]",162,2,3.3978132217121995,3.248117992013989,2,2
"mu2_[3.0,3.0]",163,2,3.043403328946889,3.724474344289197,2,2
"mu2_[3.0,3.0]",164,2,3.515829894766426,3.5924567829162273,2,2
"mu2_[3.0,3.0]",165,2,2.927445186607088,2.728613777257476,2,2
"mu2_[3.0,3.0]",166,2,2.4939065580730944,2.3629998497371254,2,2
"mu2_[3.0,3.0]",167,2,2.2871918032674907,3.1479701276386116,2,2
"mu2_[3.0,3.0]",168,2,3.3332971456407496,3.0305301505802626,2,2
"mu2_[3.0,3.0]",169,2,2.4096618277508726,3.7908352482599885,2,2
"mu2_[3.0,3.0]",170,2,3.2582697729633576,3.3033076647162307,2,2
"mu2_[3.0,3.0]",171,2,3.8013135682708477,2.800067444027253,2,2
"mu2_[3.0,3.0]",172,2,2.5305596925332576,3.286224709568381,2,2
"mu2_[3.0,3.0]",173,2,3.139332795666528,2.9700567896815477,2,2
"mu2_[3.0,3.0]",174,2,2.5345681561188402,2.2438597993247997,2,2
"mu2_[3.0,3.0]",175,2,3.424569834609483,3.02133747986266,2,2
"mu2_[3.0,3.0]",176,2,3.2602845653451897,3.6592921060199464,2,2
"mu2_[3.0,3.0]",177,2,2.8019837425598015,2.4199123286855566,2,2
"mu2_[3.0,3.0]",178,2,3.6123963518492475,2.5402823756352064,2,2
"mu2_[3.0,3.0]",179,2,3.45436357332618,2.5187496761958363,2,2
"mu2_[3.0,3.0]",180,2,2.435194945641395,2.972155567608439,2,2
"mu2_[3.0,3.0]",181,2,3.7255185773896398,2.992476243865597,2,2
"mu2_[3.0,3.0]",182,2,2.8621785960186243,2.3934610995238104,2,2
"mu2_[3.0,3.0]",183,2,2.688192066081314,3.5260481019803973,2,2
"mu2_[3.0,3.0]",184,2,3.3524053314505182,3.4015959425950006,2,2
"mu2_[3.0,3.0]",185,2,2.7437872835229142,3.4453208423492443,2,2
"mu2_[3.0,3.0]",186,2,2.2325638916786295,2.7993986099624877,2,2
"mu2_[3.0,3.0]",187,2,2.0357927878444437,3.1214407958638235,2,2
"mu2_[3.0,3.0]",188,2,3.0084309556350237,2.7127080755735555,2,2
"mu2_[3.0,3.0]",189,2,3.160836993303435,2.935476601970488,2,2
"mu2_[3.0,3.0]",190,2,3.5308887006521594,3.1579788527328656,2,2
"mu2_[3.0,3.0]",191,2,2.9889230573638765,2.407983470588039,2,2
"mu2_[3.0,3.0]",192,2,2.885624917384396,2.7242730287439914,2,2
"mu2_[3.0,3.0]",193,2,2.521759492358554,2.3657412589037197,2,2
"mu2_[3.0,3.0]",194,2,3.835694322813113,3.690428992715215,2,2
"mu2_[3.0,3.0]",195,2,3.6880540098681647,2.9705344737987733,2,2
"mu2_[3.0,3.0]",196,2,3.49862947773232,2.3993198659178314,2,2
"mu2_[3.0,3.0]",197,2,3.23550509443707,3.3641653941825,2,2
"mu2_[3.0,3.0]",198,2,2.896623176728525,2.205340410709219,2,2
"mu2_[3.0,3.0]",199,2,3.304305746169226,3.7296230881556154,2,2
"mu2_[3.0,3.0]",200,2,3.5481067765413004,2.8735076192486324,2,2
